Dataset,DNN,CMR,FR(%)
MNIST,MNIST_AlexNet_9938,56430,0.35000000000000003
MNIST,MNIST_AlexNet_9938,56431,2.1
MNIST,MNIST_AlexNet_9938,56432,0.36
MNIST,MNIST_AlexNet_9938,60123,0.5700000000000001
MNIST,MNIST_AlexNet_9938,60124,2.82
MNIST,MNIST_AlexNet_9938,60125,2.4299999999999997
MNIST,MNIST_AlexNet_9938,60132,0.59
MNIST,MNIST_AlexNet_9938,60134,2.1399999999999997
MNIST,MNIST_AlexNet_9938,60135,0.63
MNIST,MNIST_AlexNet_9938,60142,2.83
MNIST,MNIST_AlexNet_9938,60143,2.3
MNIST,MNIST_AlexNet_9938,60145,3.6799999999999997
MNIST,MNIST_AlexNet_9938,60152,2.41
MNIST,MNIST_AlexNet_9938,60153,0.48
MNIST,MNIST_AlexNet_9938,60154,3.6999999999999997
MNIST,MNIST_AlexNet_9938,60213,0.5499999999999999
MNIST,MNIST_AlexNet_9938,60214,2.79
MNIST,MNIST_AlexNet_9938,60215,2.44
MNIST,MNIST_AlexNet_9938,60231,0.54
MNIST,MNIST_AlexNet_9938,60234,0.47000000000000003
MNIST,MNIST_AlexNet_9938,60235,0.29
MNIST,MNIST_AlexNet_9938,60241,2.79
MNIST,MNIST_AlexNet_9938,60243,0.5
MNIST,MNIST_AlexNet_9938,60245,2.33
MNIST,MNIST_AlexNet_9938,60251,2.42
MNIST,MNIST_AlexNet_9938,60253,0.2
MNIST,MNIST_AlexNet_9938,60254,2.18
MNIST,MNIST_AlexNet_9938,60312,0.58
MNIST,MNIST_AlexNet_9938,60314,2.48
MNIST,MNIST_AlexNet_9938,60315,0.6799999999999999
MNIST,MNIST_AlexNet_9938,60321,0.58
MNIST,MNIST_AlexNet_9938,60324,0.59
MNIST,MNIST_AlexNet_9938,60325,0.31
MNIST,MNIST_AlexNet_9938,60341,2.4699999999999998
MNIST,MNIST_AlexNet_9938,60342,0.5
MNIST,MNIST_AlexNet_9938,60345,0.43
MNIST,MNIST_AlexNet_9938,60351,0.72
MNIST,MNIST_AlexNet_9938,60352,0.3
MNIST,MNIST_AlexNet_9938,60354,0.37
MNIST,MNIST_AlexNet_9938,60412,2.81
MNIST,MNIST_AlexNet_9938,60413,2.34
MNIST,MNIST_AlexNet_9938,60415,3.7600000000000002
MNIST,MNIST_AlexNet_9938,60421,2.81
MNIST,MNIST_AlexNet_9938,60423,0.54
MNIST,MNIST_AlexNet_9938,60425,2.2800000000000002
MNIST,MNIST_AlexNet_9938,60431,2.4699999999999998
MNIST,MNIST_AlexNet_9938,60432,0.51
MNIST,MNIST_AlexNet_9938,60435,0.38999999999999996
MNIST,MNIST_AlexNet_9938,60451,3.8
MNIST,MNIST_AlexNet_9938,60452,2.31
MNIST,MNIST_AlexNet_9938,60453,0.35000000000000003
MNIST,MNIST_AlexNet_9938,60512,2.41
MNIST,MNIST_AlexNet_9938,60513,0.47000000000000003
MNIST,MNIST_AlexNet_9938,60514,3.6900000000000004
MNIST,MNIST_AlexNet_9938,60521,2.36
MNIST,MNIST_AlexNet_9938,60523,0.19
MNIST,MNIST_AlexNet_9938,60524,2.21
MNIST,MNIST_AlexNet_9938,60531,0.6
MNIST,MNIST_AlexNet_9938,60532,0.21
MNIST,MNIST_AlexNet_9938,60534,0.3
MNIST,MNIST_AlexNet_9938,60541,3.64
MNIST,MNIST_AlexNet_9938,60542,2.2399999999999998
MNIST,MNIST_AlexNet_9938,60543,0.27999999999999997
MNIST,MNIST_AlexNet_9938,61023,0.5599999999999999
MNIST,MNIST_AlexNet_9938,61024,2.82
MNIST,MNIST_AlexNet_9938,61025,2.42
MNIST,MNIST_AlexNet_9938,61032,0.5499999999999999
MNIST,MNIST_AlexNet_9938,61034,2.2800000000000002
MNIST,MNIST_AlexNet_9938,61035,0.65
MNIST,MNIST_AlexNet_9938,61042,2.81
MNIST,MNIST_AlexNet_9938,61043,2.1999999999999997
MNIST,MNIST_AlexNet_9938,61045,3.7800000000000002
MNIST,MNIST_AlexNet_9938,61052,2.42
MNIST,MNIST_AlexNet_9938,61053,0.48
MNIST,MNIST_AlexNet_9938,61054,3.74
MNIST,MNIST_AlexNet_9938,61203,0.54
MNIST,MNIST_AlexNet_9938,61204,2.83
MNIST,MNIST_AlexNet_9938,61205,2.4299999999999997
MNIST,MNIST_AlexNet_9938,61230,0.59
MNIST,MNIST_AlexNet_9938,61234,2.69
MNIST,MNIST_AlexNet_9938,61235,0.7100000000000001
MNIST,MNIST_AlexNet_9938,61240,2.9000000000000004
MNIST,MNIST_AlexNet_9938,61243,2.64
MNIST,MNIST_AlexNet_9938,61245,4.19
MNIST,MNIST_AlexNet_9938,61250,2.3
MNIST,MNIST_AlexNet_9938,61253,0.58
MNIST,MNIST_AlexNet_9938,61254,4.21
MNIST,MNIST_AlexNet_9938,61302,0.58
MNIST,MNIST_AlexNet_9938,61304,2.48
MNIST,MNIST_AlexNet_9938,61305,0.74
MNIST,MNIST_AlexNet_9938,61320,0.59
MNIST,MNIST_AlexNet_9938,61324,2.62
MNIST,MNIST_AlexNet_9938,61325,0.7799999999999999
MNIST,MNIST_AlexNet_9938,61340,2.4899999999999998
MNIST,MNIST_AlexNet_9938,61342,2.65
MNIST,MNIST_AlexNet_9938,61345,2.11
MNIST,MNIST_AlexNet_9938,61350,0.63
MNIST,MNIST_AlexNet_9938,61352,0.76
MNIST,MNIST_AlexNet_9938,61354,2.03
MNIST,MNIST_AlexNet_9938,61402,2.88
MNIST,MNIST_AlexNet_9938,61403,2.3
MNIST,MNIST_AlexNet_9938,61405,3.7199999999999998
MNIST,MNIST_AlexNet_9938,61420,2.91
MNIST,MNIST_AlexNet_9938,61423,2.6599999999999997
MNIST,MNIST_AlexNet_9938,61425,4.18
MNIST,MNIST_AlexNet_9938,61430,2.39
MNIST,MNIST_AlexNet_9938,61432,2.64
MNIST,MNIST_AlexNet_9938,61435,2.08
MNIST,MNIST_AlexNet_9938,61450,3.75
MNIST,MNIST_AlexNet_9938,61452,4.2299999999999995
MNIST,MNIST_AlexNet_9938,61453,1.7399999999999998
MNIST,MNIST_AlexNet_9938,61502,2.33
MNIST,MNIST_AlexNet_9938,61503,0.44999999999999996
MNIST,MNIST_AlexNet_9938,61504,3.6900000000000004
MNIST,MNIST_AlexNet_9938,61520,2.29
MNIST,MNIST_AlexNet_9938,61523,0.5700000000000001
MNIST,MNIST_AlexNet_9938,61524,4.21
MNIST,MNIST_AlexNet_9938,61530,0.5599999999999999
MNIST,MNIST_AlexNet_9938,61532,0.64
MNIST,MNIST_AlexNet_9938,61534,1.69
MNIST,MNIST_AlexNet_9938,61540,3.81
MNIST,MNIST_AlexNet_9938,61542,4.26
MNIST,MNIST_AlexNet_9938,61543,1.69
MNIST,MNIST_AlexNet_9938,62013,0.59
MNIST,MNIST_AlexNet_9938,62014,2.82
MNIST,MNIST_AlexNet_9938,62015,2.4699999999999998
MNIST,MNIST_AlexNet_9938,62031,0.54
MNIST,MNIST_AlexNet_9938,62034,0.48
MNIST,MNIST_AlexNet_9938,62035,0.33
MNIST,MNIST_AlexNet_9938,62041,2.82
MNIST,MNIST_AlexNet_9938,62043,0.44999999999999996
MNIST,MNIST_AlexNet_9938,62045,2.3
MNIST,MNIST_AlexNet_9938,62051,2.42
MNIST,MNIST_AlexNet_9938,62053,0.21
MNIST,MNIST_AlexNet_9938,62054,2.2399999999999998
MNIST,MNIST_AlexNet_9938,62103,0.58
MNIST,MNIST_AlexNet_9938,62104,2.81
MNIST,MNIST_AlexNet_9938,62105,2.41
MNIST,MNIST_AlexNet_9938,62130,0.6
MNIST,MNIST_AlexNet_9938,62134,2.65
MNIST,MNIST_AlexNet_9938,62135,0.74
MNIST,MNIST_AlexNet_9938,62140,2.8899999999999997
MNIST,MNIST_AlexNet_9938,62143,2.59
MNIST,MNIST_AlexNet_9938,62145,4.17
MNIST,MNIST_AlexNet_9938,62150,2.29
MNIST,MNIST_AlexNet_9938,62153,0.5700000000000001
MNIST,MNIST_AlexNet_9938,62154,4.25
MNIST,MNIST_AlexNet_9938,62301,0.59
MNIST,MNIST_AlexNet_9938,62304,0.54
MNIST,MNIST_AlexNet_9938,62305,0.27999999999999997
MNIST,MNIST_AlexNet_9938,62310,0.5700000000000001
MNIST,MNIST_AlexNet_9938,62314,2.94
MNIST,MNIST_AlexNet_9938,62315,0.72
MNIST,MNIST_AlexNet_9938,62340,0.5700000000000001
MNIST,MNIST_AlexNet_9938,62341,2.85
MNIST,MNIST_AlexNet_9938,62345,0.4
MNIST,MNIST_AlexNet_9938,62350,0.32
MNIST,MNIST_AlexNet_9938,62351,0.76
MNIST,MNIST_AlexNet_9938,62354,0.44999999999999996
MNIST,MNIST_AlexNet_9938,62401,2.8899999999999997
MNIST,MNIST_AlexNet_9938,62403,0.52
MNIST,MNIST_AlexNet_9938,62405,2.41
MNIST,MNIST_AlexNet_9938,62410,2.88
MNIST,MNIST_AlexNet_9938,62413,2.6100000000000003
MNIST,MNIST_AlexNet_9938,62415,4.09
MNIST,MNIST_AlexNet_9938,62430,0.53
MNIST,MNIST_AlexNet_9938,62431,2.85
MNIST,MNIST_AlexNet_9938,62435,0.45999999999999996
MNIST,MNIST_AlexNet_9938,62450,2.41
MNIST,MNIST_AlexNet_9938,62451,4.2299999999999995
MNIST,MNIST_AlexNet_9938,62453,0.32
MNIST,MNIST_AlexNet_9938,62501,2.32
MNIST,MNIST_AlexNet_9938,62503,0.24
MNIST,MNIST_AlexNet_9938,62504,2.18
MNIST,MNIST_AlexNet_9938,62510,2.2800000000000002
MNIST,MNIST_AlexNet_9938,62513,0.61
MNIST,MNIST_AlexNet_9938,62514,4.25
MNIST,MNIST_AlexNet_9938,62530,0.24
MNIST,MNIST_AlexNet_9938,62531,0.67
MNIST,MNIST_AlexNet_9938,62534,0.38
MNIST,MNIST_AlexNet_9938,62540,2.33
MNIST,MNIST_AlexNet_9938,62541,4.25
MNIST,MNIST_AlexNet_9938,62543,0.37
MNIST,MNIST_AlexNet_9938,63012,0.59
MNIST,MNIST_AlexNet_9938,63014,2.64
MNIST,MNIST_AlexNet_9938,63015,0.7799999999999999
MNIST,MNIST_AlexNet_9938,63021,0.61
MNIST,MNIST_AlexNet_9938,63024,0.5700000000000001
MNIST,MNIST_AlexNet_9938,63025,0.36
MNIST,MNIST_AlexNet_9938,63041,2.68
MNIST,MNIST_AlexNet_9938,63042,0.53
MNIST,MNIST_AlexNet_9938,63045,0.47000000000000003
MNIST,MNIST_AlexNet_9938,63051,0.76
MNIST,MNIST_AlexNet_9938,63052,0.36
MNIST,MNIST_AlexNet_9938,63054,0.38
MNIST,MNIST_AlexNet_9938,63102,0.63
MNIST,MNIST_AlexNet_9938,63104,2.65
MNIST,MNIST_AlexNet_9938,63105,0.74
MNIST,MNIST_AlexNet_9938,63120,0.59
MNIST,MNIST_AlexNet_9938,63124,2.9499999999999997
MNIST,MNIST_AlexNet_9938,63125,0.73
MNIST,MNIST_AlexNet_9938,63140,2.7
MNIST,MNIST_AlexNet_9938,63142,3.02
MNIST,MNIST_AlexNet_9938,63145,2.44
MNIST,MNIST_AlexNet_9938,63150,0.65
MNIST,MNIST_AlexNet_9938,63152,0.79
MNIST,MNIST_AlexNet_9938,63154,2.4
MNIST,MNIST_AlexNet_9938,63201,0.59
MNIST,MNIST_AlexNet_9938,63204,0.52
MNIST,MNIST_AlexNet_9938,63205,0.35000000000000003
MNIST,MNIST_AlexNet_9938,63210,0.6
MNIST,MNIST_AlexNet_9938,63214,2.87
MNIST,MNIST_AlexNet_9938,63215,0.69
MNIST,MNIST_AlexNet_9938,63240,0.5700000000000001
MNIST,MNIST_AlexNet_9938,63241,2.82
MNIST,MNIST_AlexNet_9938,63245,0.43
MNIST,MNIST_AlexNet_9938,63250,0.33
MNIST,MNIST_AlexNet_9938,63251,0.77
MNIST,MNIST_AlexNet_9938,63254,0.38999999999999996
MNIST,MNIST_AlexNet_9938,63401,2.68
MNIST,MNIST_AlexNet_9938,63402,0.5599999999999999
MNIST,MNIST_AlexNet_9938,63405,0.44
MNIST,MNIST_AlexNet_9938,63410,2.62
MNIST,MNIST_AlexNet_9938,63412,2.81
MNIST,MNIST_AlexNet_9938,63415,2.55
MNIST,MNIST_AlexNet_9938,63420,0.5700000000000001
MNIST,MNIST_AlexNet_9938,63421,2.9000000000000004
MNIST,MNIST_AlexNet_9938,63425,0.43
MNIST,MNIST_AlexNet_9938,63450,0.42
MNIST,MNIST_AlexNet_9938,63451,2.58
MNIST,MNIST_AlexNet_9938,63452,0.44999999999999996
MNIST,MNIST_AlexNet_9938,63501,0.69
MNIST,MNIST_AlexNet_9938,63502,0.3
MNIST,MNIST_AlexNet_9938,63504,0.38999999999999996
MNIST,MNIST_AlexNet_9938,63510,0.7000000000000001
MNIST,MNIST_AlexNet_9938,63512,0.79
MNIST,MNIST_AlexNet_9938,63514,2.33
MNIST,MNIST_AlexNet_9938,63520,0.3
MNIST,MNIST_AlexNet_9938,63521,0.77
MNIST,MNIST_AlexNet_9938,63524,0.44999999999999996
MNIST,MNIST_AlexNet_9938,63540,0.38999999999999996
MNIST,MNIST_AlexNet_9938,63541,2.4
MNIST,MNIST_AlexNet_9938,63542,0.44999999999999996
MNIST,MNIST_AlexNet_9938,64012,2.92
MNIST,MNIST_AlexNet_9938,64013,2.22
MNIST,MNIST_AlexNet_9938,64015,3.81
MNIST,MNIST_AlexNet_9938,64021,2.9000000000000004
MNIST,MNIST_AlexNet_9938,64023,0.45999999999999996
MNIST,MNIST_AlexNet_9938,64025,2.44
MNIST,MNIST_AlexNet_9938,64031,2.52
MNIST,MNIST_AlexNet_9938,64032,0.51
MNIST,MNIST_AlexNet_9938,64035,0.37
MNIST,MNIST_AlexNet_9938,64051,3.82
MNIST,MNIST_AlexNet_9938,64052,2.4699999999999998
MNIST,MNIST_AlexNet_9938,64053,0.32
MNIST,MNIST_AlexNet_9938,64102,2.88
MNIST,MNIST_AlexNet_9938,64103,2.3
MNIST,MNIST_AlexNet_9938,64105,3.7199999999999998
MNIST,MNIST_AlexNet_9938,64120,2.9000000000000004
MNIST,MNIST_AlexNet_9938,64123,2.6599999999999997
MNIST,MNIST_AlexNet_9938,64125,4.2299999999999995
MNIST,MNIST_AlexNet_9938,64130,2.5100000000000002
MNIST,MNIST_AlexNet_9938,64132,2.77
MNIST,MNIST_AlexNet_9938,64135,2.1
MNIST,MNIST_AlexNet_9938,64150,3.81
MNIST,MNIST_AlexNet_9938,64152,4.3
MNIST,MNIST_AlexNet_9938,64153,1.7000000000000002
MNIST,MNIST_AlexNet_9938,64201,2.86
MNIST,MNIST_AlexNet_9938,64203,0.49
MNIST,MNIST_AlexNet_9938,64205,2.48
MNIST,MNIST_AlexNet_9938,64210,2.88
MNIST,MNIST_AlexNet_9938,64213,2.64
MNIST,MNIST_AlexNet_9938,64215,4.18
MNIST,MNIST_AlexNet_9938,64230,0.6
MNIST,MNIST_AlexNet_9938,64231,2.86
MNIST,MNIST_AlexNet_9938,64235,0.38999999999999996
MNIST,MNIST_AlexNet_9938,64250,2.4699999999999998
MNIST,MNIST_AlexNet_9938,64251,4.17
MNIST,MNIST_AlexNet_9938,64253,0.36
MNIST,MNIST_AlexNet_9938,64301,2.69
MNIST,MNIST_AlexNet_9938,64302,0.58
MNIST,MNIST_AlexNet_9938,64305,0.4
MNIST,MNIST_AlexNet_9938,64310,2.6599999999999997
MNIST,MNIST_AlexNet_9938,64312,2.93
MNIST,MNIST_AlexNet_9938,64315,2.4
MNIST,MNIST_AlexNet_9938,64320,0.5599999999999999
MNIST,MNIST_AlexNet_9938,64321,2.88
MNIST,MNIST_AlexNet_9938,64325,0.51
MNIST,MNIST_AlexNet_9938,64350,0.49
MNIST,MNIST_AlexNet_9938,64351,2.4699999999999998
MNIST,MNIST_AlexNet_9938,64352,0.44999999999999996
MNIST,MNIST_AlexNet_9938,64501,3.7699999999999996
MNIST,MNIST_AlexNet_9938,64502,2.42
MNIST,MNIST_AlexNet_9938,64503,0.33999999999999997
MNIST,MNIST_AlexNet_9938,64510,3.73
MNIST,MNIST_AlexNet_9938,64512,4.26
MNIST,MNIST_AlexNet_9938,64513,1.7000000000000002
MNIST,MNIST_AlexNet_9938,64520,2.4299999999999997
MNIST,MNIST_AlexNet_9938,64521,4.25
MNIST,MNIST_AlexNet_9938,64523,0.35000000000000003
MNIST,MNIST_AlexNet_9938,64530,0.32
MNIST,MNIST_AlexNet_9938,64531,2.17
MNIST,MNIST_AlexNet_9938,64532,0.35000000000000003
MNIST,MNIST_AlexNet_9938,65012,2.3
MNIST,MNIST_AlexNet_9938,65013,0.52
MNIST,MNIST_AlexNet_9938,65014,3.6999999999999997
MNIST,MNIST_AlexNet_9938,65021,2.32
MNIST,MNIST_AlexNet_9938,65023,0.22
MNIST,MNIST_AlexNet_9938,65024,2.1399999999999997
MNIST,MNIST_AlexNet_9938,65031,0.5499999999999999
MNIST,MNIST_AlexNet_9938,65032,0.2
MNIST,MNIST_AlexNet_9938,65034,0.33999999999999997
MNIST,MNIST_AlexNet_9938,65041,3.6799999999999997
MNIST,MNIST_AlexNet_9938,65042,2.23
MNIST,MNIST_AlexNet_9938,65043,0.27999999999999997
MNIST,MNIST_AlexNet_9938,65102,2.35
MNIST,MNIST_AlexNet_9938,65103,0.49
MNIST,MNIST_AlexNet_9938,65104,3.75
MNIST,MNIST_AlexNet_9938,65120,2.29
MNIST,MNIST_AlexNet_9938,65123,0.6
MNIST,MNIST_AlexNet_9938,65124,4.2
MNIST,MNIST_AlexNet_9938,65130,0.5599999999999999
MNIST,MNIST_AlexNet_9938,65132,0.65
MNIST,MNIST_AlexNet_9938,65134,1.6099999999999999
MNIST,MNIST_AlexNet_9938,65140,3.8600000000000003
MNIST,MNIST_AlexNet_9938,65142,4.15
MNIST,MNIST_AlexNet_9938,65143,1.69
MNIST,MNIST_AlexNet_9938,65201,2.35
MNIST,MNIST_AlexNet_9938,65203,0.22
MNIST,MNIST_AlexNet_9938,65204,2.16
MNIST,MNIST_AlexNet_9938,65210,2.3
MNIST,MNIST_AlexNet_9938,65213,0.66
MNIST,MNIST_AlexNet_9938,65214,4.26
MNIST,MNIST_AlexNet_9938,65230,0.25
MNIST,MNIST_AlexNet_9938,65231,0.65
MNIST,MNIST_AlexNet_9938,65234,0.35000000000000003
MNIST,MNIST_AlexNet_9938,65240,2.2399999999999998
MNIST,MNIST_AlexNet_9938,65241,4.25
MNIST,MNIST_AlexNet_9938,65243,0.33
MNIST,MNIST_AlexNet_9938,65301,0.58
MNIST,MNIST_AlexNet_9938,65302,0.27999999999999997
MNIST,MNIST_AlexNet_9938,65304,0.37
MNIST,MNIST_AlexNet_9938,65310,0.6799999999999999
MNIST,MNIST_AlexNet_9938,65312,0.6799999999999999
MNIST,MNIST_AlexNet_9938,65314,2.17
MNIST,MNIST_AlexNet_9938,65320,0.27999999999999997
MNIST,MNIST_AlexNet_9938,65321,0.6799999999999999
MNIST,MNIST_AlexNet_9938,65324,0.31
MNIST,MNIST_AlexNet_9938,65340,0.33999999999999997
MNIST,MNIST_AlexNet_9938,65341,2.17
MNIST,MNIST_AlexNet_9938,65342,0.35000000000000003
MNIST,MNIST_AlexNet_9938,65401,3.84
MNIST,MNIST_AlexNet_9938,65402,2.1999999999999997
MNIST,MNIST_AlexNet_9938,65403,0.32
MNIST,MNIST_AlexNet_9938,65410,3.74
MNIST,MNIST_AlexNet_9938,65412,4.26
MNIST,MNIST_AlexNet_9938,65413,1.68
MNIST,MNIST_AlexNet_9938,65420,2.2800000000000002
MNIST,MNIST_AlexNet_9938,65421,4.21
MNIST,MNIST_AlexNet_9938,65423,0.37
MNIST,MNIST_AlexNet_9938,65430,0.38999999999999996
MNIST,MNIST_AlexNet_9938,65431,2.11
MNIST,MNIST_AlexNet_9938,65432,0.33999999999999997
Caltech256,Caltech256_DenseNet121_6838,0,15.51780463900686
Caltech256,Caltech256_DenseNet121_6838,1,9.343351845802026
Caltech256,Caltech256_DenseNet121_6838,2,3.103560927801372
Caltech256,Caltech256_DenseNet121_6838,3,7.383208101927474
Caltech256,Caltech256_DenseNet121_6838,4,19.372754001960143
Caltech256,Caltech256_DenseNet121_6838,5,15.125775890231951
Caltech256,Caltech256_DenseNet121_6838,6,7.285200914733747
Caltech256,Caltech256_DenseNet121_6838,01,18.850049003593597
Caltech256,Caltech256_DenseNet121_6838,02,15.615811826200588
Caltech256,Caltech256_DenseNet121_6838,03,16.955243384514866
Caltech256,Caltech256_DenseNet121_6838,04,25.15517804639007
Caltech256,Caltech256_DenseNet121_6838,05,21.07154524665142
Caltech256,Caltech256_DenseNet121_6838,06,15.387128389415224
Caltech256,Caltech256_DenseNet121_6838,10,18.850049003593597
Caltech256,Caltech256_DenseNet121_6838,12,10.650114341718393
Caltech256,Caltech256_DenseNet121_6838,13,13.786344331917674
Caltech256,Caltech256_DenseNet121_6838,14,22.901012740934334
Caltech256,Caltech256_DenseNet121_6838,15,17.706631819666775
Caltech256,Caltech256_DenseNet121_6838,16,11.793531525645214
Caltech256,Caltech256_DenseNet121_6838,20,16.0078405749755
Caltech256,Caltech256_DenseNet121_6838,21,10.454099967330938
Caltech256,Caltech256_DenseNet121_6838,23,8.36327997386475
Caltech256,Caltech256_DenseNet121_6838,24,20.777523685070236
Caltech256,Caltech256_DenseNet121_6838,25,16.203854949362952
Caltech256,Caltech256_DenseNet121_6838,26,7.905913100294022
Caltech256,Caltech256_DenseNet121_6838,30,16.987912446912773
Caltech256,Caltech256_DenseNet121_6838,31,13.917020581509309
Caltech256,Caltech256_DenseNet121_6838,32,8.101927474681476
Caltech256,Caltech256_DenseNet121_6838,34,21.300228683436785
Caltech256,Caltech256_DenseNet121_6838,35,16.66122182293368
Caltech256,Caltech256_DenseNet121_6838,36,9.99673309376021
Caltech256,Caltech256_DenseNet121_6838,40,25.775890231950342
Caltech256,Caltech256_DenseNet121_6838,41,23.03168899052597
Caltech256,Caltech256_DenseNet121_6838,42,20.810192747468147
Caltech256,Caltech256_DenseNet121_6838,43,21.430904933028422
Caltech256,Caltech256_DenseNet121_6838,45,26.6906239790918
Caltech256,Caltech256_DenseNet121_6838,46,19.47076118915387
Caltech256,Caltech256_DenseNet121_6838,50,21.56158118262006
Caltech256,Caltech256_DenseNet121_6838,51,17.706631819666775
Caltech256,Caltech256_DenseNet121_6838,52,15.87716432538386
Caltech256,Caltech256_DenseNet121_6838,53,16.530545573342046
Caltech256,Caltech256_DenseNet121_6838,54,25.743221169552434
Caltech256,Caltech256_DenseNet121_6838,56,16.75922901012741
Caltech256,Caltech256_DenseNet121_6838,60,14.864423391048675
Caltech256,Caltech256_DenseNet121_6838,61,11.793531525645214
Caltech256,Caltech256_DenseNet121_6838,62,7.905913100294022
Caltech256,Caltech256_DenseNet121_6838,63,10.029402156158119
Caltech256,Caltech256_DenseNet121_6838,64,19.47076118915387
Caltech256,Caltech256_DenseNet121_6838,65,16.530545573342046
Caltech256,Caltech256_DenseNet121_6838,012,19.5687683763476
Caltech256,Caltech256_DenseNet121_6838,013,20.71218556027442
Caltech256,Caltech256_DenseNet121_6838,014,29.304148970924533
Caltech256,Caltech256_DenseNet121_6838,015,23.260372427311335
Caltech256,Caltech256_DenseNet121_6838,016,18.29467494282914
Caltech256,Caltech256_DenseNet121_6838,021,19.764782750735055
Caltech256,Caltech256_DenseNet121_6838,023,17.673962757268864
Caltech256,Caltech256_DenseNet121_6838,024,26.886638353479253
Caltech256,Caltech256_DenseNet121_6838,025,21.855602744201242
Caltech256,Caltech256_DenseNet121_6838,026,15.485135576608952
Caltech256,Caltech256_DenseNet121_6838,031,20.875530872263965
Caltech256,Caltech256_DenseNet121_6838,032,17.804639006860505
Caltech256,Caltech256_DenseNet121_6838,034,27.540019601437436
Caltech256,Caltech256_DenseNet121_6838,035,22.60699117935315
Caltech256,Caltech256_DenseNet121_6838,036,16.628552760535772
Caltech256,Caltech256_DenseNet121_6838,041,29.304148970924533
Caltech256,Caltech256_DenseNet121_6838,042,26.919307415877164
Caltech256,Caltech256_DenseNet121_6838,043,27.572688663835347
Caltech256,Caltech256_DenseNet121_6838,045,30.806925841228356
Caltech256,Caltech256_DenseNet121_6838,046,25.220516171185885
Caltech256,Caltech256_DenseNet121_6838,051,23.260372427311335
Caltech256,Caltech256_DenseNet121_6838,052,21.594250245017967
Caltech256,Caltech256_DenseNet121_6838,053,22.73766742894479
Caltech256,Caltech256_DenseNet121_6838,054,30.15354459327017
Caltech256,Caltech256_DenseNet121_6838,056,21.46357399542633
Caltech256,Caltech256_DenseNet121_6838,061,18.29467494282914
Caltech256,Caltech256_DenseNet121_6838,062,15.485135576608952
Caltech256,Caltech256_DenseNet121_6838,063,16.595883698137865
Caltech256,Caltech256_DenseNet121_6838,064,25.220516171185885
Caltech256,Caltech256_DenseNet121_6838,065,21.267559621038874
Caltech256,Caltech256_DenseNet121_6838,102,19.5687683763476
Caltech256,Caltech256_DenseNet121_6838,103,20.71218556027442
Caltech256,Caltech256_DenseNet121_6838,104,29.304148970924533
Caltech256,Caltech256_DenseNet121_6838,105,23.260372427311335
Caltech256,Caltech256_DenseNet121_6838,106,18.29467494282914
Caltech256,Caltech256_DenseNet121_6838,120,20.02613524991833
Caltech256,Caltech256_DenseNet121_6838,123,14.897092453446586
Caltech256,Caltech256_DenseNet121_6838,124,24.501796798431887
Caltech256,Caltech256_DenseNet121_6838,125,18.948056190787323
Caltech256,Caltech256_DenseNet121_6838,126,12.512250898399216
Caltech256,Caltech256_DenseNet121_6838,130,20.777523685070236
Caltech256,Caltech256_DenseNet121_6838,132,14.603070891865402
Caltech256,Caltech256_DenseNet121_6838,134,25.481868670369163
Caltech256,Caltech256_DenseNet121_6838,135,20.222149624305782
Caltech256,Caltech256_DenseNet121_6838,136,15.22378307742568
Caltech256,Caltech256_DenseNet121_6838,140,29.565501470107808
Caltech256,Caltech256_DenseNet121_6838,142,24.24044429924861
Caltech256,Caltech256_DenseNet121_6838,143,25.645213982358705
Caltech256,Caltech256_DenseNet121_6838,145,29.8921920940869
Caltech256,Caltech256_DenseNet121_6838,146,23.652401176086247
Caltech256,Caltech256_DenseNet121_6838,150,23.88108461287161
Caltech256,Caltech256_DenseNet121_6838,152,18.71937275400196
Caltech256,Caltech256_DenseNet121_6838,153,20.516171185886964
Caltech256,Caltech256_DenseNet121_6838,154,29.76151584449526
Caltech256,Caltech256_DenseNet121_6838,156,18.784710878797778
Caltech256,Caltech256_DenseNet121_6838,160,18.490689317216596
Caltech256,Caltech256_DenseNet121_6838,162,12.512250898399216
Caltech256,Caltech256_DenseNet121_6838,163,15.125775890231951
Caltech256,Caltech256_DenseNet121_6838,164,23.652401176086247
Caltech256,Caltech256_DenseNet121_6838,165,18.196667755635413
Caltech256,Caltech256_DenseNet121_6838,201,20.156811499509963
Caltech256,Caltech256_DenseNet121_6838,203,17.837308069258413
Caltech256,Caltech256_DenseNet121_6838,204,27.01731460307089
Caltech256,Caltech256_DenseNet121_6838,205,21.98627899379288
Caltech256,Caltech256_DenseNet121_6838,206,15.713819013394314
Caltech256,Caltech256_DenseNet121_6838,210,20.156811499509963
Caltech256,Caltech256_DenseNet121_6838,213,14.864423391048675
Caltech256,Caltech256_DenseNet121_6838,214,24.567134923227705
Caltech256,Caltech256_DenseNet121_6838,215,19.11140150277687
Caltech256,Caltech256_DenseNet121_6838,216,12.31623652401176
Caltech256,Caltech256_DenseNet121_6838,230,17.90264619405423
Caltech256,Caltech256_DenseNet121_6838,231,14.929761515844495
Caltech256,Caltech256_DenseNet121_6838,234,22.901012740934334
Caltech256,Caltech256_DenseNet121_6838,235,17.608624632473045
Caltech256,Caltech256_DenseNet121_6838,236,10.35609278013721
